18490101,80.0672,2.583 Abidjan,Côte D'Ivoire,82.6502,77.4842
18490201,81.3812,2.4516 Abidjan,Côte D'Ivoire,83.8328,78.9296
18490301,82.5818,2.9016 Abidjan,Côte D'Ivoire,85.4834,79.6802
18490401,79.052,2.4966 Abidjan,Côte D'Ivoire,81.5486,76.5554
18490501,77.7686,2.16 Abidjan,Côte D'Ivoire,79.9286,75.6086
18490601,76.7192,2.5236 Abidjan,Côte D'Ivoire,79.2428,74.1956
18490701,75.3044,2.2572 Abidjan,Côte D'Ivoire,77.5616,73.0472
18490801,74.4368,2.277 Abidjan,Côte D'Ivoire,76.7138,72.1598
18490901,74.5916,2.2068 Abidjan,Côte D'Ivoire,76.7984,72.3848
18491001,77.4734,2.115 Abidjan,Côte D'Ivoire,79.5884,75.3584
18491101,79.3976,2.7126 Abidjan,Côte D'Ivoire,82.1102,76.685
18491201,77.81,3.3084 Abidjan,Côte D'Ivoire,81.1184,74.5016
18500101,78.4454,3.4974 Abidjan,Côte D'Ivoire,81.9428,74.948
18500201,82.202,2.574 Abidjan,Côte D'Ivoire,84.776,79.628
18500301,82.1336,3.9114 Abidjan,Côte D'Ivoire,86.045,78.2222
18500401,79.7846,2.9916 Abidjan,Côte D'Ivoire,82.7762,76.793
18500501,77.6822,2.439 Abidjan,Côte D'Ivoire,80.1212,75.2432
18500601,76.8254,2.1204 Abidjan,Côte D'Ivoire,78.9458,74.705
18500701,75.272,2.3418 Abidjan,Côte D'Ivoire,77.6138,72.9302
18500801,74.7644,2.3076 Abidjan,Côte D'Ivoire,77.072,72.4568
18500901,75.2,2.196 Abidjan,Côte D'Ivoire,77.396,73.004
18501001,76.0838,2.1204 Abidjan,Côte D'Ivoire,78.2042,73.9634
18501101,77.9756,3.0942 Abidjan,Côte D'Ivoire,81.0698,74.8814
18501201,78.8252,2.8854 Abidjan,Côte D'Ivoire,81.7106,75.9398
18510101,80.2202,2.2482 Abidjan,Côte D'Ivoire,82.4684,77.972
18510201,81.2534,2.1924 Abidjan,Côte D'Ivoire,83.4458,79.061
18510301,80.9258,2.5704 Abidjan,Côte D'Ivoire,83.4962,78.3554
18510401,79.8872,2.9772 Abidjan,Côte D'Ivoire,82.8644,76.91
18510501,79.1816,2.151 Abidjan,Côte D'Ivoire,81.3326,77.0306
18510601,76.8164,2.3922 Abidjan,Côte D'Ivoire,79.2086,74.4242
18510701,75.7724,2.6334 Abidjan,Côte D'Ivoire,78.4058,73.139
18510801,74.7536,2.5092 Abidjan,Côte D'Ivoire,77.2628,72.2444
18510901,75.3494,2.0178 Abidjan,Côte D'Ivoire,77.3672,73.3316
18511001,77.2484,2.709 Abidjan,Côte D'Ivoire,79.9574,74.5394
18511101,77.9486,2.5362 Abidjan,Côte D'Ivoire,80.4848,75.4124
18511201,79.1654,4.2444 Abidjan,Côte D'Ivoire,83.4098,74.921
18520101,-9999,4.204432653 Abidjan,Côte D'Ivoire,81.32436107,78.5404255
18520201,-9999,4.164465306 Abidjan,Côte D'Ivoire,83.33102568,80.68196081
18520301,-9999,4.124497959 Abidjan,Côte D'Ivoire,83.757812,81.219788
18520401,-9999,4.084530612 Abidjan,Côte D'Ivoire,82.68855946,80.15836757
18520501,-9999,4.044563265 Abidjan,Côte D'Ivoire,81.18485503,78.87097315
18520601,-9999,4.004595918 Abidjan,Côte D'Ivoire,78.83039324,76.52544459
18520701,-9999,3.964628571 Abidjan,Côte D'Ivoire,77.241032,74.879048
18520801,-9999,3.924661224 Abidjan,Côte D'Ivoire,76.57242148,74.16141208
18520901,-9999,3.884693878 Abidjan,Côte D'Ivoire,77.65543425,75.43238493
18521001,-9999,3.844726531 Abidjan,Côte D'Ivoire,79.23340548,76.96947397
18521101,-9999,3.804759184 Abidjan,Côte D'Ivoire,80.98046575,78.67084384
18521201,-9999,3.764791837 Abidjan,Côte D'Ivoire,80.96010946,78.34415
18530101,-9999,3.72482449 Abidjan,Côte D'Ivoire,81.32436107,78.5404255
18530201,-9999,3.684857143 Abidjan,Côte D'Ivoire,83.33102568,80.68196081
18530301,-9999,3.644889796 Abidjan,Côte D'Ivoire,83.757812,81.219788
18530401,-9999,3.604922449 Abidjan,Côte D'Ivoire,82.68855946,80.15836757
